mode,N,test_size,batch,pred_unknown,sig2e,sig2b0_spatial,sig2b1_spatial,q_spatial,true_marginal,fit_marginal,experiment,exp_type,mse_no_re,mse,mae,mse_trim,r2,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,sig_ratio,nll_train,nll_test,n_epochs,time
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,ignore,1.3067,1.3067,0.848164,0.880062,0.612734,,,,,,,50,519.578
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,ohe,1.17817,1.17817,0.802102,0.782458,0.641934,,,,,,,50,581.045
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,embed,1.20525,1.20525,0.806651,0.794656,0.646172,,,,,,,50,609.008
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,lmmnn,2.05274,1.10677,0.789161,0.757486,0.636238,0.973899,0.847838,2.91405,0.465401,1468.83,1469.49,50,3647.6
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,copnn,2.19627,1.11972,0.793202,0.766075,0.633975,1.08314,1.34795,4.03914,0.554462,1397.64,1398.75,50,3709.55
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,1,ignore,1.16838,1.16838,0.797276,0.780452,0.629574,,,,,,,50,520.616
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,1,ohe,1.13909,1.13909,0.781765,0.748784,0.64049,,,,,,,50,586.918
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,1,embed,1.1925,1.1925,0.798563,0.782019,0.643186,,,,,,,50,610.912
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,1,lmmnn,2.126,1.0678,0.769951,0.725389,0.635081,1.18489,0.936734,3.39685,0.441516,1443.66,1444.37,50,3647.7
spatial,5000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,1,copnn,2.04825,1.11458,0.79083,0.766878,0.622645,1.10373,1.37527,4.19882,0.554767,1398.49,1398.6,50,3709.27
spatial,10000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,ignore,1.18439,1.18439,0.802515,0.787134,0.625878,,,,,,,50,1039.25
spatial,10000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,ohe,1.19945,1.19945,0.804623,0.789367,0.650854,,,,,,,50,1164.14
spatial,10000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,embed,1.21639,1.21639,0.804576,0.790456,0.652514,,,,,,,50,1202.1
spatial,10000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,lmmnn,2.1516,1.0863,0.779164,0.74241,0.644871,1.09753,1.05627,1.12647,0.490421,1457.12,1458.3,50,7235.03
spatial,10000000,0.2,1000,FALSE,1,1,1,100,laplace,laplace,0,copnn,2.10004,1.11205,0.790896,0.765918,0.638275,1.08624,1.37927,1.07065,0.559425,1400.85,1401.57,50,7364.56
